DBA,BORO,ZIPCODE,Latitude,Longitude
BLUE PARK KITCHEN,Manhattan,10017,40.75104199,-73.97425173
SHIN WEST,Manhattan,10019,40.76682414,-73.99103614
EAST VILLAGE PIZZA,Manhattan,10003,40.72808669,-73.98492945
HOLY COW BURGERS,Manhattan,10009,40.72938658,-73.97795839
VAN LEEUWEN ICE CREAM LLC,Manhattan,10012,40.72631998,-73.99600246
CAFE AND SPIRITS INC,Manhattan,10012,40.72566129,-74.00198432
8- BIT BITES,Manhattan,10011,40.74298894,-73.9964309
TRIPLE FIVE FOOD INC.,Manhattan,10002,40.7182721,-73.99189045
H-YARD GOURMET DELI,Manhattan,10018,40.75414089,-73.9957373
PASTA LOVERS TRATTORIA,Manhattan,10019,40.75979104,-73.98217165
TOMPKINS SQUARE BAGELS,Manhattan,10003,40.73729599,-73.99071898
ETC,Manhattan,10016,40.7480164,-73.98484913
BAYON CAMBODIAN RESTAURANT INC,Manhattan,10065,40.7623816,-73.9588802
ANNAM CAFE,Manhattan,10018,40.75134838,-73.98368258
EA DUMPLING,Manhattan,10022,40.75933239,-73.96820951
TORIBRO RAMEN,Manhattan,10019,40.76440017,-73.98727489
FORTINI PIZZA ROMANA,Manhattan,10040,40.85349362,-73.93068594
CATFISH THE CAT LLC,Manhattan,10065,40.76683765,-73.96270775
SQUEAKY PEANUT LLC,Manhattan,10003,40.72876502,-73.98810796
NEW ASIA,Manhattan,10025,40.79180932,-73.97201125
HUA CHENG 88 INC,Manhattan,10025,40.79816108,-73.96366893
BURGER KING,Manhattan,10035,40.80354488,-73.93548444
AGEHA JAPANESE FUSION,Manhattan,10019,40.76437832,-73.98830373
MEKONG,Manhattan,10025,40.79845469,-73.96341955
PDP HOSPITALITY LLC,Manhattan,10001,40.75240621,-73.99603337
SWEETGREEN,Manhattan,10019,40.76509116,-73.98209441
PHOENIX BAR,Manhattan,10009,40.73020797,-73.9820028
HAO NOW,Manhattan,10022,40.76136732,-73.97229844
THE VIEW,Manhattan,10036,40.75825993,-73.98546765
CHILLHOUSE 75 LLC,Manhattan,10013,40.72321006,-74.00622692
FIVE BELOW #8220,Manhattan,10065,40.7673947,-73.96229949
CHADA,Manhattan,10014,40.72909498,-74.0024679
ELEVEN B,Manhattan,10009,40.72737496,-73.97954294
SALAD BOX,Manhattan,10007,40.71329848,-74.00938949
AIRE ANCIENT BATHS,Manhattan,10065,40.76172979,-73.96311853
MUSICA,Manhattan,10019,40.76623154,-73.99545494
ONLY LOVE STRANGERS,Manhattan,10002,40.722518,-73.98879815
CONOR'S GOAT,Manhattan,10009,40.72286351,-73.98586503
NIZUC,Manhattan,10018,40.75657829,-73.99770073
LOVE MAMA,Manhattan,10003,40.73046382,-73.98629638
HUMAN RESOURCES,Manhattan,10017,40.75327695,-73.97775555
BONDI SUSHI,Manhattan,10001,40.74458576,-73.98737252
KABIN,Manhattan,10013,40.72586688,-74.00799503
SUSHI 21,Manhattan,10011,40.74242903,-73.99686759
SMILE BURGER,Manhattan,10001,40.7509267,-74.00595522
LADY M CONFECTIONS,Manhattan,10007,40.70979867,-74.01187782
WA LUNG KITCHEN,Manhattan,10002,40.71403276,-73.98020718
RALPH'S FAMOUS ITALIAN ICES AND ICE CREAM,Manhattan,10009,40.72734527,-73.98260249
CHINA WOK,Manhattan,10037,40.81255111,-73.94197833
BACALL'S,Manhattan,10036,40.75760957,-73.98669505
NICE ONE BAKERY,Manhattan,10013,40.71517626,-73.99725486
TRATTORIA I MALATESTA,Manhattan,10014,40.73274796,-74.00861286
PATSY'S PIZZERIA RESTAURANT,Manhattan,10022,40.76199684,-73.96573189
HOMEFRONT KITCHEN,Manhattan,10017,40.751968,-73.97936212
VANGUARD WINE BAR,Manhattan,10023,40.77653146,-73.98313841
CHICKEN RICE,Manhattan,10012,40.73057443,-74.00045102
MBJ DOWNTOWN (BMCC CAFETERIA),Manhattan,10007,40.71683075,-74.01211717
GOOD THANKS CAFE,Manhattan,10002,40.71980073,-73.98937942
CAFE CELLO DELI,Manhattan,10036,40.75667548,-73.98059873
PLANET HOLLYWOOD / CHICKEN GUY!,Manhattan,10036,40.75533125,-73.98531308
MAGNOLIA BAKERY,Manhattan,10017,40.75186876,-73.97706304
WOLFNIGHTS,Manhattan,10016,40.74491376,-73.9782636
GEM,Manhattan,10002,40.71896383,-73.99254693
375 CHICKEN N FRIES,Manhattan,10036,40.76061001,-73.99105142
SAM'S PLACE,Manhattan,10016,40.74942869,-73.97720103
TAVERNA KYCLADES,Manhattan,10009,40.73105073,-73.98276028
GJELINA,Manhattan,10012,40.72605084,-73.99294661
JADE DRAGON,Manhattan,10029,40.7890114,-73.9405219
CENTRAL MARKET ALL AMERICAN GRILL,Manhattan,10004,40.7016879,-74.01163113
KEBAB EXPRESS,Manhattan,10014,40.73046736,-74.00254733
SURREAL CREAMERY,Manhattan,10016,40.74210578,-73.97778455
YASOUVLAKI,Manhattan,10128,40.7802175,-73.95297628
MIANSAI,Manhattan,10013,40.72085247,-73.99949494
PARTNERS COFFEE,Manhattan,10014,40.73500721,-74.00229492
TWO HANDS,Manhattan,10012,40.72645446,-73.99573186
11:11 RESTAURANT LOUNGE,Manhattan,10034,40.86738645,-73.91678037
NEW KAM LAI RESTAURANT,Manhattan,10024,40.7868147,-73.97565704
LE CAFE COFFEE,Manhattan,10107,40.76638394,-73.98211934
OVEST PIZZOTECA,Manhattan,10001,40.75062488,-74.00331326
CHANGLAI FISHBALLS NOODLES,Manhattan,10013,40.71519273,-73.99729454
DUNKIN,Manhattan,10009,40.73235158,-73.98167748
FRESH PIZZA & DELI,Manhattan,10001,40.74797571,-73.98908979
E.A.K. RAMEN,Manhattan,10011,40.73558361,-73.99814168
TRIBECA BAGELS,Manhattan,10013,40.72107197,-74.00426058
CAFE DELIA,Manhattan,10003,40.73102439,-73.99342957
SUROSS THAI BISTRO,Manhattan,10033,40.84586499,-73.93855885
MANHATTANVILLE COFFEE,Manhattan,10030,40.82131095,-73.94473104
ALOAF CAFE,Manhattan,10029,40.79438985,-73.94345691
OATH PIZZA,Manhattan,10065,40.76625865,-73.96315572
HOLIDAY INN EXPRESS,Manhattan,10036,40.7641894,-73.99454537
THE TOOL BOX,Manhattan,10128,40.78082814,-73.94957443
MOSHE'S FALAFEL,Manhattan,10024,40.78506064,-73.9748813
MARSH & MCLENNAN CAFETERIA,Manhattan,10036,40.75699693,-73.98252614
83 ASIAN,Manhattan,10028,40.77612784,-73.95302612
HONG KONG SARIKU SUSHI,Manhattan,10016,40.74430495,-73.98125555
HI-COLLAR,Manhattan,10003,40.72961316,-73.98823048
SAIGON VIETNAMESE SANDWICH DELI,Manhattan,10013,40.72011955,-73.99591986
THE FLATIRON ROOM,Manhattan,10010,40.74417155,-73.98990241
THE MALT HOUSE,Manhattan,10012,40.72878759,-73.99935056
MEXICUE,Manhattan,10010,40.74382003,-73.98790678
TOMPKINS SQUARE BAGELS,Manhattan,10003,40.73074377,-73.98609427
TWO HANDS TRIBECA,Manhattan,10013,40.71786054,-74.00562037
L'ARGOT,Manhattan,10031,40.82429901,-73.94856579
JUST SALAD,Manhattan,10036,40.75747172,-73.98217588
DELL'ANIMA,Manhattan,10036,40.76245206,-73.99712295
ROBERT,Manhattan,10019,40.76769316,-73.98195653
FLEET BAKERY,Manhattan,10013,40.71482492,-73.99695908
DIM SUM CHELSEA,Manhattan,10011,40.7447182,-73.99888846
RIVER THAI & BEYOND,Manhattan,10031,40.82679576,-73.94647171
16 HANDLES,Manhattan,10011,40.74291764,-74.00020209
SIDLEY AUSTIN LLP,Manhattan,10019,40.76194849,-73.9826223
QUE SABROSURA # 2,Manhattan,10032,40.83852989,-73.94159418
STARBUCKS,Manhattan,10016,40.74356304,-73.97670864
LAZY SUNDAES,Manhattan,10002,40.72062083,-73.98428178
STARBUCKS,Manhattan,10010,40.74185775,-73.99034664
GMT TAVERN,Manhattan,10012,40.72810688,-73.99906914
APPAS PIZZA,Manhattan,10009,40.7303948,-73.98324033
JUST SALAD,Manhattan,10003,40.73111223,-73.99363522
ANTIQUE GARAGE TRIBECA,Manhattan,10013,40.71977096,-74.00411259
GATHER,Manhattan,10002,40.71667183,-73.99095994
MCGEES PUB,Manhattan,10019,40.76494578,-73.98275147
GIACOMO'S PIZZA,Manhattan,10028,40.77798392,-73.95458102
KYURAMEN / TBAAR,Manhattan,10025,40.80247986,-73.96802267
KFC,Manhattan,10003,40.7328545,-73.98618043
MAISON HARLEM RESTAURANT,Manhattan,10027,40.8120834,-73.95143641
CHIRPING CHICKEN,Manhattan,10028,40.77455006,-73.95415372
DIXON PLACE,Manhattan,10002,40.72061344,-73.992572
ZABB PUTAWN,Manhattan,10028,40.77452409,-73.95107397
LEON'S BAGELS,Manhattan,10012,40.72086066,-73.99670627
MALAYSIA GRILL,Manhattan,10025,40.79949619,-73.96756179
PINKLADY CHEESE TART,Manhattan,10013,40.71405916,-73.99873747
INWOOD BAR AND GRILL,Manhattan,10034,40.86720383,-73.92253296
YI ZHANG FISHBALL,Manhattan,10002,40.7146601,-73.99377027
Q MARQET,Manhattan,10029,40.78861938,-73.95345424
BUENOS AIRES,Manhattan,10009,40.72524015,-73.98340759
DIG INN SEASONAL MARKET,Manhattan,10022,40.75752707,-73.97096449
MCDONALD'S,Manhattan,10029,40.78449393,-73.94691751
STARBUCKS,Manhattan,10013,40.71976829,-73.99929653
NAN XIANG XIAO LONG BAO,Manhattan,10001,40.74814281,-73.98597152
JUSTINO'S PIZZERIA,Manhattan,10004,40.70394698,-74.01029705
ZHONG ZHONG NOODLES,Manhattan,10044,40.76255072,-73.94938616
KYMA,Manhattan,10001,40.75492046,-73.99786682
ISLE OF CAPRI RESTURANT,Manhattan,10065,40.76270774,-73.96574958
LE PARISIEN,Manhattan,10036,40.75912464,-73.98634822
RABBIT HOUSE,Manhattan,10002,40.71619411,-73.9894305
SAGGIO RESTAURANT,Manhattan,10033,40.85128092,-73.93963462
IL MONELLO,Manhattan,10017,40.75384007,-73.96801002
CAFE HABANA,Manhattan,10012,40.72277092,-73.99426016
PATE PALO,Manhattan,10034,40.86642809,-73.92833316
WOORIJIP,Manhattan,10001,40.74746763,-73.98627844
CLAUDE,Manhattan,10014,40.73261378,-74.00191597
NAPOLI PIZZA,Manhattan,10014,40.72913057,-74.00523166
SKINNY CANTINA,Manhattan,10027,40.82003511,-73.95893838
"CASA MONO, BAR JAMON (NEXT DOOR)",Manhattan,10003,40.73595622,-73.98731643
MORNINGSTAR RESTAURANT,Manhattan,10022,40.75511374,-73.96835591
LUKE'S LOBSTER,Manhattan,10028,40.7751626,-73.95533033
TACOS TIME SQUARE,Manhattan,10016,40.74194469,-73.98275745
SMITHFIELD HALL,Manhattan,10001,40.74467682,-73.99307094
ER HOTPOT,Manhattan,10018,40.74999804,-73.9842676
EAR INN,Manhattan,10013,40.72599304,-74.00930109
CHOCOLATE DIP,Manhattan,10012,40.72954789,-74.00087676
NODA,Manhattan,10011,40.74022476,-73.99225224
51 PIZZA,Manhattan,10002,40.71667876,-73.98046251
TELEGRAPHE CAFE,Manhattan,10011,40.74009319,-73.99556138
MAMA FINA'S,Manhattan,10009,40.72814391,-73.98201779
FAMOUS 1 DOLLAR PIZZA,Manhattan,10036,40.75828807,-73.99271938
DAVID'S BAGELS,Manhattan,10003,40.73243117,-73.98164498
CARMEN'S KITCHEN,Manhattan,10018,40.75487354,-73.99206284
MEMO SHISH KEBAB,Manhattan,10011,40.74307389,-73.99323711
APPLE GOURMET,Manhattan,10007,40.71186306,-74.00821698
GRAMERCY TERRACE (GRAMERCY PARK HOTEL),Manhattan,10010,40.73830828,-73.98561636
AT THE VENUE,Manhattan,10001,40.74711404,-73.99119038
Gramacy Theater,Manhattan,10010,40.73969433,-73.98517581
HAPPY STAR BAKERY,Manhattan,10002,40.71403681,-73.99041201
THE DUTCH,Manhattan,10012,40.7266494,-74.00220443
RAMERINO PRIME ITALIAN RESTAURANT,Manhattan,10016,40.75113392,-73.98125362
BOTTE,Manhattan,10013,40.72072609,-74.005231
LITTLE NED,Manhattan,10001,40.74498938,-73.9887727
ROSE PIZZA,Manhattan,10119,40.75109132,-73.9929259
OSO,Manhattan,10031,40.82182942,-73.95010688
JG MELON RESTAURANT,Manhattan,10021,40.7711925,-73.95953182
WILD GINGER VEGETARIAN KITCHEN,Manhattan,10013,40.72034463,-73.99642851
THE GASTRO BAR,Manhattan,10001,40.75349856,-73.99449211
BLUE BOTTLE COFFEE,Manhattan,10007,40.71050401,-74.01252361
MARIE BLACHERE,Manhattan,10014,40.73065127,-74.00165252
BEYOND SUSHI NYC INC,Manhattan,10019,40.76307272,-73.97635885
CAFE-FLOR/BAR 21,Manhattan,10011,40.74413631,-73.99930349
HEAVEN CAN WAIT,Manhattan,10009,40.72821252,-73.98196726
EJ BBQ & SUSHI,Manhattan,10001,40.74493212,-73.99367721
WILD,Manhattan,10014,40.73453771,-74.00617386
CHIRPING CHICKEN,Manhattan,10017,40.75248637,-73.97726856
JOE'S STEAM RICE ROLL,Manhattan,10024,40.78402096,-73.97769468
FACES & NAMES,Manhattan,10019,40.76329861,-73.98072675
RAY'S CANDY STORE,Manhattan,10009,40.72619534,-73.98343621
BURP BOWL CAFE,Manhattan,10128,40.7827461,-73.94817192
DAVELLE,Manhattan,10002,40.71863936,-73.98624471
THE BROOME HOTEL,Manhattan,10013,40.7215167,-73.99927847
RICARDO STEAK HOUSE,Manhattan,10029,40.79338923,-73.94042407
EMPEROR DUMPLING,Manhattan,10001,40.74635392,-73.99399105
WILLIAM GREENBERG JR DESSERTS,Manhattan,10028,40.77851311,-73.96053475
PANDA 148,Manhattan,10038,40.71289261,-73.99713592
TWO BOOTS,Manhattan,10009,40.72373078,-73.98520823
CHIRPING CHICKEN,Manhattan,10024,40.78173489,-73.97934202
GROUND CENTRAL COFFEE COMPANY,Manhattan,10017,40.75027838,-73.97185192
SUBWAY,Manhattan,10036,40.75655741,-73.98031361
BOMBAY'S,Manhattan,10004,40.70354616,-74.01115177
LA GRANDE BOUCHERIE AND KAISEKI ROOM,Manhattan,10019,40.76199178,-73.97890055
CLUB RECREATIVO LOS AMIGOS,Manhattan,10034,40.86447311,-73.91896774
BLANK SLATE,Manhattan,10022,40.75483383,-73.96856178
PERSHING SQUARE CAFE,Manhattan,10017,40.75212964,-73.9777415
HO WON BAKE,Manhattan,10013,40.71744614,-73.99594888
SUBWAY,Manhattan,10016,40.74324743,-73.97693249
CITY SCOOP,Manhattan,10019,40.76591694,-73.97975849
TAL BAGEL,Manhattan,10028,40.77749656,-73.95084069
JUST SALAD,Manhattan,10004,40.70394685,-74.01159185
LE BASKET,Manhattan,10012,40.7279064,-73.99468545
CHELSEA DELI,Manhattan,10001,40.75042454,-74.00218357
HANOVER GOURMET DELI,Manhattan,10004,40.70480066,-74.00962273
ENTWINE,Manhattan,10014,40.73738939,-74.00820571
STARBUCKS,Manhattan,10038,40.70848979,-74.00747715
"RED FARM, DECOY",Manhattan,10014,40.73419186,-74.00623156
AMMOS ESTIATORIO,Manhattan,10017,40.75402891,-73.97721389
NEW IVOIRE,Manhattan,10035,40.80156147,-73.94262365
MOGE TEE,Manhattan,10003,40.7291879,-73.99015725
NERO.LAB CAFE,Manhattan,10022,40.76250136,-73.97428699
CLASSIC CAR CLUB,Manhattan,10018,40.75848581,-74.00492355
GRANNY ANNIE'S BAR & KITCHEN,Manhattan,10044,40.75849535,-73.9526271
TACO BELL,Manhattan,10029,40.7866254,-73.95035725
MARGARITAVILLE,Manhattan,10018,40.75484023,-73.98783258
SETTE MEZZO,Manhattan,10021,40.76932723,-73.96298794
BAZAR,Manhattan,10010,40.74422371,-73.99002511
SOCIETY CAFE,Manhattan,10011,40.73599801,-73.99578176
"DUNKIN',' HUDSON NEWS",Manhattan,10121,40.75000977,-73.99134519
BENVENUTO CAFE,Manhattan,10013,40.71937812,-74.00970421
BENIHANA,Manhattan,10019,40.7629409,-73.97599791
CAVA,Manhattan,10005,40.70583552,-74.0085156
EMPIRE SOUL FOOD RESTAURANT,Manhattan,10037,40.81580516,-73.93962357
COOK EATERY,Manhattan,10036,40.75707117,-73.98341046
KRAVE PIZZA,Manhattan,10021,40.76925691,-73.95803476
JOE & THE JUICE,Manhattan,10065,40.76400085,-73.9668716
TURCO,Manhattan,10036,40.75923496,-73.99202622
PICANTE MEXICAN BAR AND GRILL RESTAURANT,Manhattan,10031,40.82282426,-73.95306891
CHA KEE,Manhattan,10013,40.71521471,-73.99874466
LA ESQUINA,Manhattan,10019,40.76428405,-73.98117048
KOPITIAM,Manhattan,10002,40.71398195,-73.99083045
LOTUS LUCKY EXPRESS,Manhattan,10034,40.86642303,-73.92471403
PATIS,Manhattan,10025,40.79202886,-73.97185225
DAVIDOVICH BAKERY,Manhattan,10002,40.71882588,-73.98520933
HI LOT,Manhattan,10009,40.72394389,-73.97894151
FAIRFIELD INN CHELSEA,Manhattan,10001,40.74634277,-73.99127349
THE MARSHAL,Manhattan,10036,40.76130464,-73.99423516
787 COFFEE,Manhattan,10013,40.71640036,-74.00478335
DUAL TOWNE PLACE SUITES/SPRINGHILL SUITES,Manhattan,10001,40.74654592,-73.99176068
THE GREY DOG'S COFFEE,Manhattan,10003,40.73365385,-73.99302879
MOCHA BURGER,Manhattan,10012,40.72735482,-73.99956705
JAKE'S SALOON,Manhattan,10011,40.74431466,-73.99619625
MCDONALD'S,Manhattan,10010,40.74196227,-73.99347179
MCDONALD'S,Manhattan,10032,40.84254971,-73.93923055
MAKI,Manhattan,10027,40.81599727,-73.95805213
PIPPALI,Manhattan,10016,40.74215336,-73.98320849
SHERWOOD TO GO,Manhattan,10022,40.75948882,-73.96812642
WESTVILLE HK,Manhattan,10019,40.76572864,-73.98732157
MCDONALD'S,Manhattan,10019,40.76215723,-73.98357524
YUM CHA CHINESE KITCHEN & BAR,Manhattan,10012,40.72930086,-73.99891398
MONSIEUR BISTRO,Manhattan,10065,40.76566107,-73.96566141
DOMINO'S,Manhattan,10022,40.75503326,-73.9653204
CHAROEN KRUNG,Manhattan,10022,40.75525918,-73.96825117
BARCELONA BAR,Manhattan,10019,40.76517653,-73.98400769
LINCONTRO BY ROCCO,Manhattan,10028,40.77498635,-73.95383208
GREGORY'S COFFEE,Manhattan,10022,40.76107385,-73.97322988
POLI PIZZA,Manhattan,10002,40.71664455,-73.99335884
RED MANGO,Manhattan,10038,40.70974145,-74.00679196
DRUNKEN MUNKEY,Manhattan,10128,40.78125286,-73.94796726
DEVOCION,Manhattan,10022,40.75793613,-73.97132166
EMMY SQUARED,Manhattan,10028,40.77545947,-73.9564458
BLUE HAVEN EAST,Manhattan,10016,40.74526513,-73.97844032
WEST PLACE,Manhattan,10027,40.81156983,-73.95759253
ELSEWHERE ESPRESSO,Manhattan,10003,40.72700831,-73.98759956
STARBUCKS #20679,Manhattan,10028,40.77932023,-73.95362686
MURRAY HILL DINER,Manhattan,10016,40.74589123,-73.98010384
HOP WON EXPRESS,Manhattan,10017,40.7531774,-73.97418954
MAJESTIC DELICATESSEN CAFE,Manhattan,10019,40.76112792,-73.98338418
DELMONICO GOURMET,Manhattan,10017,40.75086405,-73.97645343
CHIPOTLE MEXICAN GRILL,Manhattan,10001,40.74415486,-73.98769018
FRESH & CO,Manhattan,10003,40.72965199,-73.993206
NEW SUPER TASTE,Manhattan,10002,40.7151267,-73.99350329
MAMAN,Manhattan,10036,40.75445293,-73.98529162
SOHO PARK,Manhattan,10012,40.72372894,-73.99661954
DELICO,Manhattan,10017,40.74913128,-73.97271859
Cafe 2 by 2,Manhattan,10003,40.73102412,-73.98980699
COBBLEFISH,Manhattan,10038,40.70585774,-74.00376908
BOBBY VAN'S GRILL,Manhattan,10036,40.75710961,-73.983544
LACHULA TAQUERIA,Manhattan,10033,40.85147582,-73.93466061
"JP MORGAN CHASE BANK, CLIENT DINING ROOM",Manhattan,10017,40.75573065,-73.97715194
I LOVE BIBIMBAP,Manhattan,10032,40.83647053,-73.94003118
POTBELLY,Manhattan,10018,40.75297668,-73.98916477
MAESTRO PASTA,Manhattan,10012,40.72933105,-74.0010319
PALACE RESTAURANT,Manhattan,10022,40.76116356,-73.96973557
EONS GREEK FOOD FOR LIFE,Manhattan,10016,40.74513556,-73.97562902
MAYAMEZCAL,Manhattan,10003,40.72720873,-73.98811906
SAKURA SUSHI AND THAI,Manhattan,10012,40.72390178,-73.99453786
SUBWAY INN,Manhattan,10065,40.76165856,-73.96355535
22 ORCHARD SUSHI LLC,Manhattan,10002,40.71542301,-73.99160582
ANANDA,Manhattan,10012,40.72888091,-73.99927118
HOP LEE RESTAURANT,Manhattan,10013,40.71414425,-73.99873026
HARLEM PUBLIC RESTAURANT,Manhattan,10031,40.82872361,-73.94875748
CHARLOTTE CAFE,Manhattan,10016,40.74425188,-73.97626089
MING WONG RESTAURANT,Manhattan,10013,40.71596128,-73.99829734
TAO RESTAURANT,Manhattan,10022,40.76278616,-73.97148562
GAI CHICKEN & RICE,Manhattan,10038,40.71003235,-74.00740518
LATIN AMERICAN RESTAURANT,Manhattan,10010,40.74410841,-73.98975085
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Manhattan,10027,40.8073758,-73.9445801
MEZZANINE/ EL TAKOY,Manhattan,10013,40.72560903,-74.00525303
COPPA,Manhattan,10016,40.74353441,-73.98648495
STARBUCKS,Manhattan,10003,40.73075433,-73.9830021
VIRGIL'S BBQ,Manhattan,10036,40.75670902,-73.98455838
MARINARA PIZZA,Manhattan,10128,40.78252875,-73.95337907
MUSHTARI CAFE,Manhattan,10027,40.80758362,-73.94297967
RED FLAME DINER,Manhattan,10036,40.7556272,-73.98193815
JOHN'S OF 12TH STREET,Manhattan,10003,40.73083976,-73.98552416
ALICE,Manhattan,10011,40.73705755,-73.99830041
CAFE CINQ,Manhattan,10001,40.75185441,-73.99371625
STARBUCKS COFFEE COMPANY,Manhattan,10038,40.70616506,-74.00596203
ROSIE'S PIZZA,Manhattan,10018,40.75260595,-73.98738904
LAHORI KABAB,Manhattan,10016,40.74226034,-73.98274654
THE FLOWER SHOP,Manhattan,10002,40.71806351,-73.99202034
LA LINEA,Manhattan,10003,40.72336334,-73.98836508
MONTE CARLO DINER,Manhattan,10029,40.79390504,-73.94002634
BARNES & NOBLE CAFE,Manhattan,10003,40.73701871,-73.99006227
TAQUERIA EMILIO,Manhattan,10034,40.86629929,-73.92030686
TARALLUCCI E VINO,Manhattan,10003,40.73811119,-73.99085599
JIMBO'S HAMBURGER,Manhattan,10035,40.80326641,-73.93821183
HAN BAT RESTAURANT,Manhattan,10001,40.74986925,-73.98589898
MAIDEN LANE,Manhattan,10009,40.72705935,-73.97977395
LA PULPERIA 44,Manhattan,10036,40.75982231,-73.99162547
MEZCALI,Manhattan,10038,40.70743579,-74.00760687
SUSHI BY BOU,Manhattan,10011,40.74442716,-73.99540951
GAIA RESTAURANT,Manhattan,10001,40.74973198,-73.98561749
OUTRO,Manhattan,10003,40.73285499,-73.99117784
TACO BELL,Manhattan,10029,40.79034786,-73.94557301
CAFE 28,Manhattan,10016,40.74447048,-73.9874339
HAVANA HEIGHT,Manhattan,10032,40.84406759,-73.93931591
FRESH CURRY,Manhattan,10007,40.71568109,-74.00732645
FRISSON ESPRESSO,Manhattan,10036,40.76079368,-73.98843071
XIEBAO CRAB HOUSE,Manhattan,10036,40.76066216,-73.99098644
& PIZZA,Manhattan,10001,40.74514305,-73.98838291
SLAINTE,Manhattan,10012,40.72464823,-73.99242723
Gigi's Doughnuts,Manhattan,10035,40.80187017,-73.94526014
QUESADILLAS DONA MATY,Manhattan,10029,40.7976018,-73.93923924
THE UNIVERSITY CLUB,Manhattan,10019,40.76124461,-73.97585413
STARBUCKS,Manhattan,10017,40.75300584,-73.98121339
LITTLE CANAL,Manhattan,10002,40.71444304,-73.99041195
JACOB'S PICKLES,Manhattan,10024,40.78665004,-73.97575099
HONG CHEONG,Manhattan,10027,40.81238177,-73.94956126
SUPREME PIZZA,Manhattan,10029,40.7979096,-73.93997215
WEATHER UP,Manhattan,10013,40.71679262,-74.00883084
DUNKIN,Manhattan,10013,40.71966945,-74.00226192
THINK COFFEE,Manhattan,10012,40.72528227,-73.99239108
THE GREY DOG,Manhattan,10014,40.72992661,-74.00373798
DIM SUM PALACE,Manhattan,10001,40.74858758,-73.98699281
WU'S WONTON KING,Manhattan,10002,40.71405599,-73.99000799
TAPPO,Manhattan,10010,40.74293923,-73.99083367
GRACE CONCOURSE PAVILION COFFEE BAR/MARKET,Manhattan,10036,40.75534476,-73.98373213
BLUESTONE LANE COFFEE,Manhattan,10013,40.71608996,-74.00874778
EL CANTINERO,Manhattan,10003,40.73356876,-73.99310457
MATSU SUSHI,Manhattan,10021,40.76628375,-73.95645182
THE ODEON,Manhattan,10013,40.71698481,-74.00804807
DUNKIN',Manhattan,10019,40.76727968,-73.98990611
STAR'S CAFE (WESTIN HOTEL),Manhattan,10036,40.75747525,-73.98830856
SUSHI DAIRO,Manhattan,10003,40.73592578,-73.98527047
BY THE WAY BAKERY,Manhattan,10028,40.77783381,-73.95680531
L&Y HAWA JUICE STORE,Manhattan,10065,40.76154332,-73.96366371
TEA MAGIC,Manhattan,10023,40.7792213,-73.98306912
DUNKIN DONUTS,Manhattan,10013,40.7164635,-74.00435768
CHOP'T,Manhattan,10075,40.77376916,-73.95767808
UPTOWN BOURBON,Manhattan,10031,40.82926416,-73.94838849
PINKBERRY,Manhattan,10022,40.75778658,-73.96640906
COFFEE AT,Manhattan,10017,40.75407059,-73.97993536
THIRD AVENUE ALE HOUSE,Manhattan,10128,40.78272544,-73.95114014
FILÉ GUMBO BAR,Manhattan,10013,40.7185742,-74.00505767
CHOP'T,Manhattan,10014,40.72834007,-74.00534345
JIN RAMEN,Manhattan,10031,40.82825443,-73.94912641
SBARRO,Manhattan,10001,40.74980105,-73.98985464
OHANA EXHIBITION KITCHEN,Manhattan,10036,40.7546806,-73.98424122
MOON MAN RETAIL LLC,Manhattan,10011,40.74195962,-74.00464806
LAO JIE HOTPOT,Manhattan,10002,40.71770412,-73.99519131
"HARLEM BAR-B-Q, NABE HARLEM",Manhattan,10027,40.81151197,-73.95019773
MARWIN,Manhattan,10065,40.76161637,-73.96048343
GELATO FACTORY,Manhattan,10024,40.78336819,-73.98033454
NARUTO RAMEN,Manhattan,10025,40.79705678,-73.97001536
CAFE PATORO,Manhattan,10038,40.70746621,-74.00221822
PURO SABOR A MEXICANO,Manhattan,10040,40.85339759,-73.93075834
